Project_webSummary, Project Title, Project N�, Project Website, Year Of Finance, Lead Partner Country, Type Of Beneficiary, Country, Themes, Keywords, Habitats, Species
index.cfm?fuseaction=search.dspPage&n_proj_id=6671,Better BirdLIFE - Improvement of natural habitats for coastal birds in the West Baltic Sea,LIFE17 NAT/DK/000498,,2017,DK,Local authority,Danmark,,,"&quot;Species-rich Nardus grasslands, on silicious substrates in mountain areas (and submountain areas in Continental Europe)&quot; / Alkaline fens / Atlantic salt meadows (Glauco-Puccinellietalia maritimae) / Coastal lagoons / Fixed coastal dunes with herbaceous vegetation (&quot;grey dunes&quot;) / Perennial vegetation of stony banks / Reefs / Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites) / Shifting dunes along the shoreline with Ammophila arenaria (&quot;white dunes&quot;) / Xeric sand calcareous grasslands /",Asio flammeus / Aythya marila / Crex crex / Mergus serrator / Philomachus pugnax / Pluvialis apricaria / Porzana porzana / Recurvirostra avosetta / Somateria mollissima / Sterna albifrons / Sterna hirundo / Sterna paradisaea / Sterna sandvicensis /
index.cfm?fuseaction=search.dspPage&n_proj_id=6687,"LIFE-SALINAS - Conservación de los hábitats y aves acuáticas en el LIC y ZEPA ES0000175 ""Salinas y Arenales de San Pedro del Pinatar""",LIFE17 NAT/ES/000184,,2017,ES,International enterprise,España,,,Coastal dunes with Juniperus spp. / Mediterranean salt steppes (Limonietalia) /,Larus audouinii /
index.cfm?fuseaction=search.dspPage&n_proj_id=6796,LIFE STOP Cortaderia - Urgent measures for controlling the spread of Pampa Grass  (Cortaderia selloana) in Atlantic area,LIFE17 NAT/ES/000495,,2017,ES,NGO-Foundation,España,,,Specific (i.e.for technical reasons or specific issue) /,None or non applicable /
index.cfm?fuseaction=search.dspPage&n_proj_id=6672,"Beetles Life - Beetles Life - One small step for a man, one giant leap for the charismatic flagship species",LIFE17 NAT/FI/000181,,2017,FI,Park-Reserve authority,Finland Suomi,,,Bog woodland / Western Taïga /,Aradus angularis / Boros schneideri / Cucujus cinnaberinus / Phryganophilus ruficollis / Pytho kolwensis / Stephanopachys linearis / Stephanopachys substriatus / Xyletinus tremulicola /
index.cfm?fuseaction=search.dspPage&n_proj_id=6797,Flying Squirrel LIFE - Co-operation for improving the conservation of the Flying squirrel in Europe,LIFE17 NAT/FI/000469,,2017,FI,Park-Reserve authority,Finland Suomi,,,Bog woodland / Fennoscandian deciduous swamp woods / Fennoscandian herb-rich forests with Picea abies / Fennoscandian wooded meadows / Western Taïga /,Pteromys volans /
index.cfm?fuseaction=search.dspPage&n_proj_id=6798,"Finvasive LIFE - Awareness building, surveying and controlling invasive alien  species (IAS) in Finland -LIFE+",LIFE17 NAT/FI/000528,,2017,FI,NGO-Foundation,Finland Suomi,,,Non applicable (i.e.species project) /,
index.cfm?fuseaction=search.dspPage&n_proj_id=6799,CoastNet LIFE - Restoring the Baltic coastal habitat networks,LIFE17 NAT/FI/000544,,2017,FI,Park-Reserve authority,Finland Suomi,,,"&quot;Baltic esker islands with sandy, rocky and shingle beach vegetation and sublittoral vegetation&quot; / &quot;Fennoscandian hemiboreal natural old broad-leaved deciduous forests (Quercus, Tilia, Acer, Fraxinus or Ulmus) rich in epiphytes&quot; / Boreal Baltic coastal meadows / Boreal Baltic islets and small islands / Fennoscandian herb-rich forests with Picea abies / Vegetated sea cliffs of the Atlantic and Baltic Coasts /",LANIIDAE Lanius collurio / Lanius collurio / Osmoderma eremita / Parnassius apollo / Parnassius mnemosyne / Sylvia nisoria / Tringa totanus /
index.cfm?fuseaction=search.dspPage&n_proj_id=6673,LIFE Avaloirs - Restoration of heathlands and bogs on Avaloirs hills and its associated wildlife,LIFE17 NAT/FR/000007,,2017,FR,Park-Reserve authority,France,,,Active raised bogs / Bog woodland / Depressions on peat substrates of the Rhynchosporion / European dry heaths / Medio-European upland siliceous screes / Northern Atlantic wet heaths with Erica tetralix /,Caprimulgus europaeus / Circus cyaneus /
index.cfm?fuseaction=search.dspPage&n_proj_id=6674,LIFE SALLINA - Sustainable Actions on Loire Lagoons for Improvement aNd Assessment,LIFE17 NAT/FR/000519,,2017,FR,Local authority,France,,,Atlantic salt meadows (Glauco-Puccinellietalia maritimae) / Coastal lagoons /,Recurvirostra avosetta /
index.cfm?fuseaction=search.dspPage&n_proj_id=6800,Life Oxyura - Oxyura against Oxyura. Eradicate the Ruddy duck to save the endangered White-headed duck from extinction.,LIFE17 NAT/FR/000542,,2017,FR,National authority,France,,,Non applicable (i.e.species project) /,Oxyura leucocephala /
index.cfm?fuseaction=search.dspPage&n_proj_id=6801,LIFE BIODIV'OM - Protecting threatened biodiversity in French Outermost Regions by sustainable and demonstration conservation actions,LIFE17 NAT/FR/000604,,2017,FR,NGO-Foundation,France,,,Non applicable (i.e.species project) /,
index.cfm?fuseaction=search.dspPage&n_proj_id=6677,"LIFE PRIMED - Restoration, management and valorisation of PRIority habitats of MEDiterranean coastal areas",LIFE17 NAT/GR/000511,,2017,GR,NGO-Foundation,Ellas,,,"&quot;Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)&quot; / Arborescent matorral with Laurus nobilis / Mediterranean temporary ponds / Pannonian-Balkanic turkey oak-sessile oak forests /",Emys orbicularis / Euplagia quadripunctaria / Testudo hermanni /
index.cfm?fuseaction=search.dspPage&n_proj_id=6859,LIFE Bonelli eastMed - Conservation & Management of the Bonelli's eagle population in east Mediterranean,LIFE17 NAT/GR/000514,,2017,GR,University,Ellas,,,Non applicable (i.e.species project) /,Hieraaetus fasciatus /
index.cfm?fuseaction=search.dspPage&n_proj_id=6678,LIFE GRECABAT - Greek Caves and Bats: Management Actions and Change of Attitude,LIFE17 NAT/GR/000522,,2017,GR,University,Ellas,,,Caves not open to the public /,Eptesicus serotinus / Miniopterus schreibersii / Myotis blythii / Myotis capaccinii / Myotis emarginatus / Myotis myotis / Myotis nattereri / Rhinolophus blasii / Rhinolophus euryale / Rhinolophus ferrumequinum / Rhinolophus hipposideros / Rhinolophus mehelyi /
index.cfm?fuseaction=search.dspPage&n_proj_id=6691,LIFE Artina - LIFE Artina - seabird conservation network in the Adriatic,LIFE17 NAT/HR/000594,,2017,HR,NGO-Foundation,Croatia Hrvatska,,,Non applicable (i.e.species project) /,Calonectris diomedea / Larus audouinii / Puffinus yelkouan /
index.cfm?fuseaction=search.dspPage&n_proj_id=6802,WISEDRAVALIFE - Wise water management for the conservation of riverine and floodplain habitats along the Drava River,LIFE17 NAT/HU/000577,,2017,HU,NGO-Foundation,Hungary Magyarország,,,"&quot;Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)&quot; / Alluvial meadows of river valleys of the Cnidion dubii / Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation /",Ciconia nigra / Myotis alcathoe / Myotis brandtii / Myotis daubentonii / Myotis mystacinus / Myotis nattereri / Pipistrellus nathusii / Plecotus auritus /
index.cfm?fuseaction=search.dspPage&n_proj_id=6860,LIFE SAFE-CROSSING - Preventing Animal-Vehicle Collisions – Demonstration of Best Practices targeting priority species in SE Europe,LIFE17 NAT/IT/000464,,2017,IT,SME Small and medium sized enterprise,Italia,,,Non applicable (i.e.species project) /,Canis lupus / Lynx pardinus / Ursus arctos /
index.cfm?fuseaction=search.dspPage&n_proj_id=6803,LIFE PALU QdP - Participatory Agroforestry deveLopment: a tool for restoring and sUstaining the Palù del Quartier del Piave site,LIFE17 NAT/IT/000507,,2017,IT,Local authority,Italia,,,,
index.cfm?fuseaction=search.dspPage&n_proj_id=6681,LIFE Nat.Sal.Mo - Recovery of S. macrostigma: Application of innovative techniques and participatory governance tools in rivers of Molise,LIFE17 NAT/IT/000547,,2017,IT,University,Italia,,,Non applicable (i.e.species project) /,Salmo trutta macrostigma /
index.cfm?fuseaction=search.dspPage&n_proj_id=6682,LIFE FALKON - LIFE FALKON – Fostering the breeding rAnge expansion of central-eastern Mediterranean Lesser Kestrel pOpulatioNs,LIFE17 NAT/IT/000586,,2017,IT,Local authority,Italia,,,Non applicable (i.e.species project) /,Falco naumanni /
index.cfm?fuseaction=search.dspPage&n_proj_id=6804,LIFEorchids - Improving the conservation status of critically endangered orchid communities in selected habitats in Northwestern Italy,LIFE17 NAT/IT/000596,,2017,IT,University,Italia,,,"&quot;Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)&quot; / &quot;Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)&quot; / Alpine rivers and their ligneous vegetation with Salix elaeagnos / Annual vegetation of drift lines / Calcareous rocky slopes with chasmophytic vegetation / Castanea sativa woods / Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels / Limestone pavements / Low formations of Euphorbia close to cliffs / Mediterranean pine forests with endemic Mesogean pines / Pannonian woods with Quercus pubescens / Quercus ilex and Quercus rotundifolia forests / Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation / Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites) / Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli / Thermo-Mediterranean and pre-desert scrub / Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation /",Himantoglossum adriaticum /
index.cfm?fuseaction=search.dspPage&n_proj_id=6679,LIFE SAMFIX - SAving Mediterranean Forests from Invasions of Xylosandrus beetles and associated pathogenic fungi,LIFE17 NAT/IT/000609,,2017,IT,Park-Reserve authority,Italia,,,Coastal dunes with Juniperus spp. / Mediterranean pine forests with endemic Mesogean pines / Olea and Ceratonia forests / Quercus ilex and Quercus rotundifolia forests / Thermo-Mediterranean and pre-desert scrub /,
index.cfm?fuseaction=search.dspPage&n_proj_id=6680,LIFE GREENCHANGE - LIFE GREENCHANGE - Green infrastructures for increasing biodiversity in Agro Pontino and Maltese rural areas,LIFE17 NAT/IT/000619,,2017,IT,Local authority,Italia,,,,
index.cfm?fuseaction=search.dspPage&n_proj_id=6683,LIFE Terns - Adjustment of key stakeholders' capacity for improvement of Common and Little terns conservation status in Lithuania,LIFE17 NAT/LT/000545,,2017,LT,NGO-Foundation,Lithuania Lietuva,,,Non applicable (i.e.species project) /,Sterna albifrons / Sterna hirundo /
index.cfm?fuseaction=search.dspPage&n_proj_id=6878,LIFE4DELTA_PL - Renaturalisation of inland delta of Nida River,LIFE17 NAT/PL/000018,,2017,PL,Park-Reserve authority,Poland Polska,,,"&quot;Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)&quot; / &quot;Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)&quot; / &quot;Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)&quot; / Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation / Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites) /",Angelica palustris / Anisus vorticulus / Bombina bombina / Botaurus stellaris / Carlina onopordifolia / Ciconia ciconia / Circus aeruginosus / Circus pygargus / Crex crex / Emys orbicularis / Haliaeetus albicilla / Serratula lycopifolia / Triturus cristatus / Unio crassus / Vertigo moulinsiana /
index.cfm?fuseaction=search.dspPage&n_proj_id=6684,LIFE VIDALIA - LIFE VIDALIA – Valorização e Inovação Dirigidos à Azorina e Lotus nas Ilhas Açorianas,LIFE17 NAT/PT/000510,,2017,PT,Regional authority,Portugal,,,Non applicable (i.e.species project) /,Azorina vidalii / Lotus azoricus /
index.cfm?fuseaction=search.dspPage&n_proj_id=6805,LIFE WolFlux - Decreasing socio-ecological barriers to connectivity for wolves south of the Douro river,LIFE17 NAT/PT/000554,,2017,PT,NGO-Foundation,Portugal,,,Non applicable (i.e.species project) /,Canis lupus /
index.cfm?fuseaction=search.dspPage&n_proj_id=6686,LIFE SUB-PANNONIC - Conservation of subpannonic dry grassland habitats and species,LIFE17 NAT/SK/000589,,2017,SK,NGO-Foundation,Slovakia Slovensko,,,Pannonic loess steppic grasslands / Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites) / Sub-Pannonic steppic grasslands /,Artemisia pancicii / Himantoglossum caprinum / Onosma tornensis /
index.cfm?fuseaction=search.dspPage&n_proj_id=6685,LIFE Microtus II - Restoration of habitats for root vole *Microtus oeconomus mehelyi,LIFE17 NAT/SK/000621,,2017,SK,NGO-Foundation,Slovakia Slovensko,,,Non applicable (i.e.species project) /,Microtus oeconomus mehelyi /
index.cfm?fuseaction=search.dspPage&n_proj_id=6690,Celtic Rainforests LIFE - Restoring the Celtic Temperate Rainforest of Wales toward Favourable Conservation Status,LIFE17 NAT/UK/000020,,2017,UK,Park-Reserve authority,United Kingdom,,,"&quot;Tilio-Acerion forests of slopes, screes and ravines&quot; / Old sessile oak woods with Ilex and Blechnum in the British Isles /",
index.cfm?fuseaction=search.dspPage&n_proj_id=6689,SoLIFE - Sands of LIFE,LIFE17 NAT/UK/000023,,2017,UK,Regional authority,United Kingdom,,,Dunes with Salix repens ssp. argentea (Salicion arenariae) / Embryonic shifting dunes / Fixed coastal dunes with herbaceous vegetation (&quot;grey dunes&quot;) / Humid dune slacks / Shifting dunes along the shoreline with Ammophila arenaria (&quot;white dunes&quot;) /,
index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,
index.cfm?fuseaction=search.dspPage&n_proj_id=6812,DuneLIFE - Dynamic Dunescapes,LIFE17 NAT/UK/000570,,2017,UK,Regional authority,United Kingdom,Habitats ~ Coastal /,,Atlantic decalcified fixed dunes (Calluno-Ulicetea) / Dunes with Salix repens ssp. argentea (Salicion arenariae) / Embryonic shifting dunes / Fixed coastal dunes with herbaceous vegetation (&quot;grey dunes&quot;) / Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae) / Shifting dunes along the shoreline with Ammophila arenaria (&quot;white dunes&quot;) /,
index.cfm?fuseaction=search.dspPage&n_proj_id=6502,ECOLISE - ECOLISE: European Network for Community-led Initiatives on Climate Change and Sustainability,LIFE17 NGO-FPA/BE/000015,,2017,BE,,België - Belgique,,,,
index.cfm?fuseaction=search.dspPage&n_proj_id=6510,Carbon Market Watch - Carbon Market Watch - Zentrum fur Entwicklung & Umwelt,LIFE17 NGO/AT/100032,,2017,AT,,Österreich,,climate protection / emission reduction / sustainable development /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=6482,WWF-DCPO - Umweltorganisation WWF International Danube-Carpathian Programme,LIFE17 NGO/AT/100052,,2017,AT,,Österreich,,biodiversity / climate protection / flood control / nature conservation / renewable energy / river /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=6512,SAFE - SAFE-Safe Food Advocacy Europe A.S.B.L,LIFE17 NGO/BE/100003,,2017,BE,,België - Belgique,,consumer information / decision making support / emission reduction / environmental impact of agriculture / food production / organic farming / sustainable development / waste reduction /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=6487,ECF - European Cyclists' Federation,LIFE17 NGO/BE/100004,,2017,BE,,België - Belgique,,bicycle / emission reduction / environmental impact of transport / mobility / transport planning / urban planning /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=6485,WWF EPO - WWF European Policy Programme AISBL,LIFE17 NGO/BE/100011,,2017,BE,,België - Belgique,,biodiversity / climate protection / climate resilience / decision making support / endangered species / food production / forest ecosystem / freshwater ecosystem / low carbon technology / nature conservation / sustainable development /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=6494,SAR - Seas At Risk Vzw,LIFE17 NGO/BE/100013,,2017,BE,,België - Belgique,,consumption pattern / marine environment / marine pollution / pollution prevention / resource conservation /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=6496,HCWH Europe - Vereniging Health Care Without Harm Europe,LIFE17 NGO/BE/100017,,2017,BE,,België - Belgique,,hospital waste / pharmaceutical industry / pollution prevention / public health / recycling / waste reduction /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=6478,FoEE - Friends of the Earth Europe,LIFE17 NGO/BE/100019,,2017,BE,,België - Belgique,,climate protection / consumption pattern / environmental impact of agriculture / nature conservation / resource conservation / sustainable development /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=6495,IFOAM EU - International Federation of Organic Agriculture Movements - European Regional Group (IFOAM EU),LIFE17 NGO/BE/100022,,2017,BE,,België - Belgique,,Agriculture / climate protection / emission reduction / environmental impact of agriculture / food production / organic farming / public awareness campaign /,,
