,Bénéficiaire,Nom du projet,Fonds,Unnamed: 3,Résumé du projet,Date de commencement,Date de fin,Investissement FEDER/FSE £m,Coût total du projet £m,% du projet cofinancé par l’UE,Localisation (code postal),Zone de partenariat économique local,Pays,Type et axe du soutien (catégorie d’intervention),postcode,id,latitude,longitude
49,Oxford Innovation Services Ltd,Financial Readiness Project,ERDF,3,"This project will work with high growth, high value small businesses to assist them in identifying and securing external finance for growth.",2017-01-01,2019-12-31,2984898,3731185,0.8,OX11BY,Cornwall and the Isles of Scilly,England,"067 SME business development, support to entrepreneurship",OX11BY,1800284,51.752313916000006,-1.2636536289
50,Oxford Innovation Services Ltd,Cornwall & Isles of Scilly Business Start Up,ERDF,3,"The project will work with eligible entrepreneurs and start-ups, providing them with expert support and a bespoke Start-Up Plan to develop their business.",2015-11-01,2018-12-31,4000000,5000000,0.8,OX11BY,Cornwall and the Isles of Scilly,England,"067 SME business development, support to entrepreneurship",OX11BY,1800284,51.752313916000006,-1.2636536289
51,East Sussex Council,SELEP ERDF Facilitator,ERDF,9,"The project will promote uptake of ERDF opportunities, create and support the pipeline of quality project applications; deliver cross-LEP and multi-LEP projects; work closely with the SELEP Growth Hubs and BIS national business support products; assist applicants to ensure project applications are high quality, value for money and impact on relevant SELEP areas; work with the Growth Delivery Team to ensure technically correct information is shared with project applicants; applicants understand rules re publicity etc; and ensure project applications are of appropriate size, scale and ambition and have outputs and results that maximise the impact of ERDF to support Jobs and Growth.",2016-04-07,2019-06-30,106748,213497,0.5,BN7 1UE,South East,England,123 Information and communication,BN71UE,1540270,50.87205491,0.001101342
52,Suffolk County Council,BEE Anglia,ERDF,4,"The project will drive growth in the low carbon economy by supporting SMEs to implement business energy efficiency initiatives through a single point of contact, tailored to business need.

Beneficiaries will deliver energy efficiency savings, reduce carbon emissions and realise the associated business benefits: reduced operating costs; competitiveness; business growth; resilience.",2016-01-11,2019-03-10,3258169,6516338,0.5,IP1 2BX,New Anglia,England,068 Energy efficiency and demonstration projects in SMEs ,IP12BX,1024895,52.05420509534739,1.1434103854021498
53,Suffolk County Council,Greater Ipswich Youth Guarantee - My go,ESF,1- Inclusive Labour Markets,"The MyGo Youth Guarantee Project will provide an innovative employment support service offering a guarantee of work or training to all young people aged 16-24 within the target area. A pilot MyGo service is already delivering the Youth Guarantee in Ipswich Borough.   This project will extend the Youth Guarantee across the whole of Greater Ipswich, covering the districts of Babergh, Mid Suffolk and Suffolk Coastal - approximately half of Suffolk. MyGo will provide enhanced employment services and dedicated coaching support for 5,300 young people; of these at least 3,200 will be progressed to sustained employment, education and training.  ",2016-01-01,2017-12-31,2465779,4931558,0.5,IP1 2BX,New Anglia,England,"103 Sustainable integration into the labour market of young people, in particular those not in employment, education or training, including young people at risk of social exclusion and young people from marginalised communities, including through the implementation of the Youth Guarantee",IP12BX,1024895,52.05420509534739,1.1434103854021498
54,NWES,Essex Growth Programme,ERDF,3,"This project is successor to the successful Ready, Set, Go and From Hub to Spokes ERDF projects, integrating three core elements corresponding to need at different stages of business development: intensive support for pre-start individuals, tailored support for those new/established SMEs best-placed to unlock growth and discretionary grants to catalyse investment in growth and efficiency.",2015-09-01,2018-08-31,1212270,2612270,0.4641,NR2 1JH,South East,England,"067 SME business development, support to entrepreneurship",NR21JH,659041,52.6292919506425,1.2922749364316002
55,Norfolk and Waveney Enterprise Services t/a Orbis Energy,SCORE,ERDF,1,"Building on the success of its predecessor project, OrbisEnergy’s SCORE project application, is a £6 million delegated grant fund that will support 200 SMEs to develop new and innovative technologies in the offshore renewable energy sector. 

It will translate national and international innovation priorities, developed by the Offshore Renewable Energy Catapult, into challenge-led innovation calls offering real market opportunities for SMEs. The project will stimulate more than £3 million of private sector investment; strengthening business, research and university collaborations, and delivering real value to an economically vital sector for the East of England.",2016-02-01,2019-04-30,3000000,6000000,0.5,NR2 1JH,New Anglia,England,"064 – Research and innovation processes in SMEs (including voucher schemes, process, design, service and social innovation)",NR21JH,659041,52.6292919506425,1.2922749364316002
56,NWES,Signpost2Grow Growth Programme,ERDF,3,"The Project will provide an expanded Growth Hub offer for the GCGP LEP area; a central location and organisation for the strategic management, coordination and access to information and support for local businesses, in line with Government policy. The focus is on proactive, targeted ‘wrap-around’ support to established and start-up businesses that have the potential to grow, combining online services with experienced start-up and business growth advisors to deliver sustainable job creation, business start-ups, and increased efficiency, productivity and GVA.",2015-11-16,2019-02-15,2015113,4315115,0.467,NR2 1JH,Greater Cambridge & Greater Peterborough,England,"067 SME business development, support to entrepreneurship",NR21JH,659041,52.6292919506425,1.2922749364316002
57,Norfolk County Council,New Anglia ERDF Facilitation,ERDF,9,"The project will provide local facilitation resource to assist potential ERDF applicants to develop project ideas, partnerships and compliant bids that fulfil the ambition set out in the New Anglia ESIF strategy and the national ERDF Operational Programme. Roles to be carried out under this project include publicity; pipeline development; project development; capacity building through a workshop programme; and partnership development.",2015-10-01,2018-12-31,217476,434952,0.5,NR1 2DH,New Anglia,England,123 Information and communication,NR12DH,666558,52.615176,1.30766249227246
58,Norfolk County Council,New Anglia Structural and Investment Funds Growth Prgramme:ESF Facilitation ,ESF,3 - Technical Assistance,"The project will provide local facilitation resource to assist in the development of a pipeline that is fit for purpose and locally responsive, particularly in relation to skills and employment needs being identified by local sectors through our Sector Skills Plans and to engage the voluntary sector in ESF opportunities. This pipeline development will be undertaken both for the funding being channelled through the national opt-in organisation framework (SFA and Big Lottery) and for funding that is not ring-fenced under the opt-ins. As such activities undertaken through the project include publicity; pipeline development; project development; capacity building through a workshop programme; and partnership development.In doing the above the project seeks to promote the programme and ensure that spend and delivery targets are met and at the same time ensuring compliance with EU rules and minimising errors by forming a strong working partnerships with the opt in providers and the Managing Authority.

Our collective ambition is to ensure that ESF activity in New Anglia is exemplary in terms of delivering high quality, high impact projects that contribute to the aims of the national OP and local strategic economic growth aims. 
",2016-01-01,2018-12-31,214757.6,429515.2,0.5,NR1 2DH,New Anglia,England,123 Information and communication,NR12DH,666558,52.615176,1.30766249227246
